Название,Адрес,Город,Номер телефона,Вебсайт,Cсылка
Сударь,Москва Новогиреевская улица 20/34к1 м,Москва,+7 495 304-33-56,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x414acac0461520cf:0x5b86c6e71fb193c3!8m2!3d55.759111!4d37.794217!16s%2Fg%2F1tdxn_cj!19sChIJzyAVRsDKSkERw5OxH-fGhls?authuser=0&hl=ru&rclk=1
Мужские брюки,"Кусковская ул., д. 20А",Москва,+7 495 745-37-17,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%B1%D1%80%D1%8E%D0%BA%D0%B8/data=!4m7!3m6!1s0x414aca9b8a1f6d4f:0x55d7efcc1a3e1b76!8m2!3d55.7406587!4d37.7845835!16s%2Fg%2F11nytsq5km!19sChIJT20fipvKSkERdhs-Gszv11U?authuser=0&hl=ru&rclk=1
Сударь,"Москва Бакунинская 32-36 к1 м, Бауманская ул.",Москва,+7 495 641-03-96,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x46b5357c7306ec4b:0xf5e6452ae0922a77!8m2!3d55.7755722!4d37.6860457!16s%2Fg%2F11cjk2vkcw!19sChIJS-wGc3w1tUYRdyqS4CpF5vU?authuser=0&hl=ru&rclk=1
Одежда,"Федеративный пр., 36",Москва,,,https://www.google.com/maps/place/%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0/data=!4m7!3m6!1s0x414acaf204f669e9:0x7cd6b020c7074aaa!8m2!3d55.75424!4d37.817438!16s%2Fg%2F11c55j2h7j!19sChIJ6Wn2BPLKSkERqkoHxyCw1nw?authuser=0&hl=ru&rclk=1
Толстяк-Имидж,"Рязанский пр., 32к3",Москва,,,https://www.google.com/maps/place/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8F%D0%BA-%D0%98%D0%BC%D0%B8%D0%B4%D0%B6/data=!4m7!3m6!1s0x414ab59d0bb49627:0xfe6f1079b04f9e1c!8m2!3d55.717749!4d37.7851869!16s%2Fg%2F11c6vvnyb9!19sChIJJ5a0C521SkERHJ5PsHkQb_4?authuser=0&hl=ru&rclk=1
Мужская Одежда Больших Размеров,"Шарикоподшипниковская ул., 11, стр. 2",Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0+%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B8%D1%85+%D0%A0%D0%B0%D0%B7%D0%BC%D0%B5%D1%80%D0%BE%D0%B2/data=!4m7!3m6!1s0x46b54ad566f4e31d:0x60e36ff52a67f421!8m2!3d55.720696!4d37.678621!16s%2Fg%2F11fr3mkzt3!19sChIJHeP0ZtVKtUYRIfRnKvVv42A?authuser=0&hl=ru&rclk=1
Сударь,"Рязанский пр., 57, 2 м",Москва,+7 495 640-86-67,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x414ab570561f6c63:0x2a6e2d0b6d494ee8!8m2!3d55.7231417!4d37.7709146!16s%2Fg%2F1vjdnm4q!19sChIJY2wfVnC1SkER6E5JbQstbio?authuser=0&hl=ru&rclk=1
Мужские костюмы Leo Dalamenti,"Щёлковское ш., дом 5",Москва,+7 926 745-62-36,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B5+%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC%D1%8B+Leo+Dalamenti/data=!4m7!3m6!1s0x46b534e418b00001:0x325db0f63687a1c4!8m2!3d55.8045703!4d37.7560589!16s%2Fg%2F11f71nqbfg!19sChIJAQCwGOQ0tUYRxKGHNvawXTI?authuser=0&hl=ru&rclk=1
Alex Berg,,Москва,+7 929 627-12-99,,https://www.google.com/maps/place/Alex+Berg/data=!4m7!3m6!1s0x414acbb59e2d0997:0xc2a528c1a157d264!8m2!3d55.7521428!4d37.8879967!16s%2Fg%2F11hbnthlkf!19sChIJlwktnrXLSkERZNJXocEopcI?authuser=0&hl=ru&rclk=1
Barbaru,"1-я Пугачевская ул., дом 17, строение 2, 1 офис, 2 этаж",Москва,+7 495 627-73-73,,https://www.google.com/maps/place/Barbaru/data=!4m7!3m6!1s0x46b535274db042ad:0x6706d69e0453789!8m2!3d55.796433!4d37.733954!16s%2Fg%2F11gyb94x9y!19sChIJrUKwTSc1tUYRiTdF4GltcAY?authuser=0&hl=ru&rclk=1
White Cuff,"Андропова пр-т, 8",Москва,+7 495 780-40-31,,https://www.google.com/maps/place/White+Cuff/data=!4m7!3m6!1s0x414ab4b79cf0b6a1:0xbd82a01828a7344a!8m2!3d55.6958725!4d37.6656839!16s%2Fg%2F1hf502bgb!19sChIJobbwnLe0SkERSjSnKBiggr0?authuser=0&hl=ru&rclk=1
A.M.N.JEANS,"30, МКАД, 14-й км, 15 место, 20 линия, рынок Садовод",Москва,+7 925 009-82-03,,https://www.google.com/maps/place/A.M.N.JEANS/data=!4m7!3m6!1s0x414ab68d2f6964e1:0x86008979a4d95cf1!8m2!3d55.7643583!4d37.8431634!16s%2Fg%2F1pzr3fd88!19sChIJ4WRpL422SkER8VzZpHmJAIY?authuser=0&hl=ru&rclk=1
URZI,"Электрозаводская ул., 20, 216",Москва,+7 963 624-94-06,,https://www.google.com/maps/place/URZI/data=!4m7!3m6!1s0x46b535734ad6f693:0x70e7e382efa258c9!8m2!3d55.7881763!4d37.7065515!16s%2Fg%2F11bxf_6hqq!19sChIJk_bWSnM1tUYRyVii74Lj53A?authuser=0&hl=ru&rclk=1
Strellson,"пр-т Мира, 211, стр. 2, ТЦ Золотой Вавилон",Москва,+7 985 875-84-87,,https://www.google.com/maps/place/Strellson/data=!4m7!3m6!1s0x46b5369b7f1509bb:0x4f3e9a3ce8bdc42a!8m2!3d55.8458977!4d37.6641033!16s%2Fg%2F1wc2_xy1!19sChIJuwkVf5s2tUYRKsS96DyaPk8?authuser=0&hl=ru&rclk=1
Мужская одежда,"1-я Останкинская ул., 53",Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0/data=!4m7!3m6!1s0x46b5367120a30327:0x7df38cbfd6adafc6!8m2!3d55.824472!4d37.632264!16s%2Fg%2F1pp2thwfj!19sChIJJwOjIHE2tUYRxq-t1r-M830?authuser=0&hl=ru&rclk=1
Мужская одежда,"ТЦ ""На заре"", Малая Семеновская ул., 30",Москва,+7 495 988-44-07,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0/data=!4m7!3m6!1s0x46b5356ccd7a8101:0xd5456ea3825d95ae!8m2!3d55.7839643!4d37.7178796!16s%2Fg%2F1pp2thqvm!19sChIJAYF6zWw1tUYRrpVdgqNuRdU?authuser=0&hl=ru&rclk=1
Магазин мужской одежды,"ул. Центральная, 37",Москва,,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x414ac95df71833e1:0xefec0def70958a31!8m2!3d55.7507352!4d37.9556001!16s%2Fg%2F11c2l0y9_t!19sChIJ4TMY913JSkERMYqVcO8N7O8?authuser=0&hl=ru&rclk=1
Demand,"ш. Энтузиастов, 1Б",Москва,+7 968 733-49-88,,https://www.google.com/maps/place/Demand/data=!4m7!3m6!1s0x414acd6aeef41c65:0xada5718954a53ccb!8m2!3d55.7942819!4d37.9261278!16s%2Fg%2F11rpzmg9xr!19sChIJZRz07mrNSkERyzylVIlxpa0?authuser=0&hl=ru&rclk=1
Calypso,"ул. Советская, 9",Москва,+7 926 603-00-22,,https://www.google.com/maps/place/Calypso/data=!4m7!3m6!1s0x414ac933ba715799:0xb2d7b3b1dd82250e!8m2!3d55.7515436!4d38.0119993!16s%2Fg%2F11csqgxsjm!19sChIJmVdxujPJSkERDiWC3bGz17I?authuser=0&hl=ru&rclk=1
Сударь,"ул. Советская, 2",Москва,+7 495 640-39-98,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x414ac99cb8389ce1:0xcb6fea6442c794a4!8m2!3d55.750413!4d38.0118799!16s%2Fg%2F11nfccwkvp!19sChIJ4Zw4uJzJSkERpJTHQmTqb8s?authuser=0&hl=ru&rclk=1
Van Cliff,"ул. Советская, 5",Москва,+7 499 841-66-55,,https://www.google.com/maps/place/Van+Cliff/data=!4m7!3m6!1s0x414ac9b72e69f827:0x21606c54411f38e6!8m2!3d55.7513859!4d38.0100191!16s%2Fg%2F11pvmjvksj!19sChIJJ_hpLrfJSkER5jgfQVRsYCE?authuser=0&hl=ru&rclk=1
Мужская одежда,"ТЦ Зебра'', ул. Руднёвка, 19",Москва,+7 917 594-20-30,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0/data=!4m7!3m6!1s0x414ac9f5df22098f:0xe1a1b23f8d48aa84!8m2!3d55.716622!4d37.887379!16s%2Fg%2F1pp2th8jc!19sChIJjwki3_XJSkERhKpIjT-yoeE?authuser=0&hl=ru&rclk=1
O'STIN,"ш. Энтузиастов, 36А",Москва,+7 800 777-49-99,,https://www.google.com/maps/place/O%27STIN/data=!4m7!3m6!1s0x46b54ab01a03bc15:0xce3bd7f7032e81a5!8m2!3d55.7936487!4d37.9389226!16s%2Fg%2F1xb2c79h!19sChIJFbwDGrBKtUYRpYEuA_fXO84?authuser=0&hl=ru&rclk=1
Магазин одежды,"пр. Ленина, 14",Москва,,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x414acd0986ad09d5:0xd21031984c6ef8f!8m2!3d55.7967073!4d37.940343!16s%2Fg%2F11rssltywb!19sChIJ1QmthgnNSkERj-_GhBkDIQ0?authuser=0&hl=ru&rclk=1
Святослава,"пр. Ленина, 18",Москва,+7 495 521-41-22,,https://www.google.com/maps/place/%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%B0/data=!4m7!3m6!1s0x414acc6fa5ca601f:0x77d0226291af97bc!8m2!3d55.7965737!4d37.9439302!16s%2Fg%2F1tm1n_rt!19sChIJH2DKpW_MSkERvJevkWIi0Hc?authuser=0&hl=ru&rclk=1
"Магазин одежды больших размеров ""ШИКАРНЫЙ РАЗМЕР""","пр. Ленина 22, ул. Октябрьская, 17",Москва,+7 909 943-86-60,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%B8%D1%85+%D1%80%D0%B0%D0%B7%D0%BC%D0%B5%D1%80%D0%BE%D0%B2+%22%D0%A8%D0%98%D0%9A%D0%90%D0%A0%D0%9D%D0%AB%D0%99+%D0%A0%D0%90%D0%97%D0%9C%D0%95%D0%A0%22/data=!4m7!3m6!1s0x414acdf364a96ba5:0x7133f2b04d94b9e3!8m2!3d55.7601114!4d37.9271679!16s%2Fg%2F11j0nfc307!19sChIJpWupZPPNSkER47mUTbDyM3E?authuser=0&hl=ru&rclk=1
O'STIN,"ул. Советская, 9 этаж 2",Москва,+7 800 777-49-99,,https://www.google.com/maps/place/O%27STIN/data=!4m7!3m6!1s0x414ac933b904c10b:0x8b7700b778478dd1!8m2!3d55.7982165!4d37.9340119!16s%2Fg%2F119vvk0fg!19sChIJC8EEuTPJSkER0Y1HeLcAd4s?authuser=0&hl=ru&rclk=1
Мужской стиль,"ул. Кирова, 5",Москва,+7 926 278-76-40,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D1%81%D1%82%D0%B8%D0%BB%D1%8C/data=!4m7!3m6!1s0x414ad0240ff26f89:0xc2f06f63551167c!8m2!3d55.807414!4d38.178494!16s%2Fg%2F11bwh5b53v!19sChIJiW_yDyTQSkERfBZRNfYGLww?authuser=0&hl=ru&rclk=1
Мужской стиль,"Железнодорожная ул., 2А",Москва,+7 925 087-70-30,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D1%81%D1%82%D0%B8%D0%BB%D1%8C/data=!4m7!3m6!1s0x414ad1aaaf11eb47:0x9ce59a9b8c5d9942!8m2!3d55.843766!4d38.2003973!16s%2Fg%2F11bwh5tz6n!19sChIJR-sRr6rRSkERQpldjJua5Zw?authuser=0&hl=ru&rclk=1
Современная классика,"ТД «Сиреневый», 2-ой этаж, Сиреневая ул., д.9 корп. 1",Москва,+7 496 569-84-32,,https://www.google.com/maps/place/%D0%A1%D0%BE%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F+%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D0%BA%D0%B0/data=!4m7!3m6!1s0x46b52cde99001337:0x77ed02dd1168296a!8m2!3d55.9272364!4d37.9858087!16s%2Fg%2F11q1c0543t!19sChIJNxMAmd4stUYRailoEd0C7Xc?authuser=0&hl=ru&rclk=1
Мужской Стиль,"пр. Космонавтов, 20а",Москва,,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%A1%D1%82%D0%B8%D0%BB%D1%8C/data=!4m7!3m6!1s0x46b52daad7e83987:0xa4e303e89607c5ca!8m2!3d55.914495!4d37.8668059!16s%2Fg%2F11rscjl85v!19sChIJhzno16ottUYRysUHlugD46Q?authuser=0&hl=ru&rclk=1
STEFANO NAPOLITANO,"Лермонтовский пр., д. 21А, помещение №7",Москва,+7 495 133-27-54,,https://www.google.com/maps/place/STEFANO+NAPOLITANO/data=!4m7!3m6!1s0x414ab6075e183323:0xf6e0026fbf83187a!8m2!3d55.700005!4d37.8563873!16s%2Fg%2F11nlbbnkpz!19sChIJIzMYXge2SkERehiDv28C4PY?authuser=0&hl=ru&rclk=1
Деловой стиль,"пр. Космонавтов, 7г",Москва,+7 915 132-03-40,,https://www.google.com/maps/place/%D0%94%D0%B5%D0%BB%D0%BE%D0%B2%D0%BE%D0%B9+%D1%81%D1%82%D0%B8%D0%BB%D1%8C/data=!4m7!3m6!1s0x46b52dded2b2092f:0x4e88921073b7aa9e!8m2!3d55.919881!4d37.869233!16s%2Fg%2F11q86hrpv7!19sChIJLwmy0t4ttUYRnqq3cxCSiE4?authuser=0&hl=ru&rclk=1
ModaMix,"пр. Космонавтов, 20а",Москва,+7 916 445-19-89,,https://www.google.com/maps/place/ModaMix/data=!4m7!3m6!1s0x46b52d89c68813dd:0xda670288fa9e05a3!8m2!3d55.914495!4d37.8668059!16s%2Fg%2F11g7_b48wt!19sChIJ3ROIxokttUYRowWe-ogCZ9o?authuser=0&hl=ru&rclk=1
Мужской Стиль,"ул. Лесная, 12",Москва,+7 915 132-03-40,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%A1%D1%82%D0%B8%D0%BB%D1%8C/data=!4m7!3m6!1s0x46b52d3706a4489f:0x8aff15882b5945cb!8m2!3d55.933981!4d37.8431628!16s%2Fg%2F11q8tnfxp5!19sChIJn0ikBjcttUYRy0VZK4gV_4o?authuser=0&hl=ru&rclk=1
Сударь,"ул. Генерала Кузнецова, 15к1",Москва,+7 495 640-39-57,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x414ab7d77f81bf0f:0x443366f493231504!8m2!3d55.6868491!4d37.858758!16s%2Fg%2F11ny55nqnp!19sChIJD7-Bf9e3SkERBBUjk_RmM0Q?authuser=0&hl=ru&rclk=1
Женская & мужская одежда,"пр. Ленина, 0/10",Москва,+7 985 079-67-97,,https://www.google.com/maps/place/%D0%96%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F+%26+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0/data=!4m7!3m6!1s0x414ad9a2c8782cfb:0xf041d74be1d37ec9!8m2!3d55.8129368!4d38.4306919!16s%2Fg%2F11j4j24brb!19sChIJ-yx4yKLZSkERyX7T4UvXQfA?authuser=0&hl=ru&rclk=1
Мужская одежда,"ул. Талсинская, 23",Москва,+7 926 608-74-04,,https://www.google.com/maps/place/%D0%9C%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D0%B0/data=!4m7!3m6!1s0x46b52cde55e942cb:0xf8ba53c5e73e7027!8m2!3d55.9272762!4d37.985749!16s%2Fg%2F12m9j643p!19sChIJy0LpVd4stUYRJ3A-58VTuvg?authuser=0&hl=ru&rclk=1
Магазин мужской одежды Brandstore Ногинск,"Трудовая ул., 4б",Москва,+7 965 281-74-18,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+Brandstore+%D0%9D%D0%BE%D0%B3%D0%B8%D0%BD%D1%81%D0%BA/data=!4m7!3m6!1s0x414ad9072c61138b:0x4173a6826de57cdb!8m2!3d55.855273!4d38.438089!16s%2Fg%2F11fxdzt9_q!19sChIJixNhLAfZSkER23zlbYKmc0E?authuser=0&hl=ru&rclk=1
Сударь,"Рогожская ул., 67, ТЦ Олимп",Москва,+7 495 649-37-99,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x414ad901011634d5:0x466ae0bd4bbd1487!8m2!3d55.8570089!4d38.4426049!16s%2Fg%2F11c52brjlx!19sChIJ1TQWAQHZSkERhxS9S73gakY?authuser=0&hl=ru&rclk=1
Сударь,"Пролетарский пр., 9",Москва,+7 496 569-11-98,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x46b52cd70eba64e1:0x8ef47bcebc0261c4!8m2!3d55.919932!4d37.9968229!16s%2Fg%2F1vzn470q!19sChIJ4WS6DtcstUYRxGECvM579I4?authuser=0&hl=ru&rclk=1
Магазин мужской одежды Сервус,"ул. Каляева, 3/1",Москва,+7 496 435-70-08,,https://www.google.com/maps/place/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%BC%D1%83%D0%B6%D1%81%D0%BA%D0%BE%D0%B9+%D0%BE%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B+%D0%A1%D0%B5%D1%80%D0%B2%D1%83%D1%81/data=!4m7!3m6!1s0x414ae05e67ff96b7:0xb9e28f643a446bd0!8m2!3d55.778484!4d38.677711!16s%2Fg%2F11g6rhbmhp!19sChIJt5b_Z17gSkER0GtEOmSP4rk?authuser=0&hl=ru&rclk=1
ЭSТЕТ,"Мытищи Шараповский проезд вл2 ст3 ТЦ Красный Кит Мытищи, 2 этаж, галерея соединяющая старый и",Москва,+7 929 507-53-02,,https://www.google.com/maps/place/%D0%ADS%D0%A2%D0%95%D0%A2/data=!4m7!3m6!1s0x46b53197093a1055:0x76fe147f1e57aca8!8m2!3d55.9164644!4d37.7589757!16s%2Fg%2F1tmxv7_c!19sChIJVRA6CZcxtUYRqKxXHn8U_nY?authuser=0&hl=ru&rclk=1
"Ваш Стиль, Магазин Одежды","ул. Советская, 9",Москва,+7 496 574-46-97,,"https://www.google.com/maps/place/%D0%92%D0%B0%D1%88+%D0%A1%D1%82%D0%B8%D0%BB%D1%8C,+%D0%9C%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD+%D0%9E%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B/data=!4m7!3m6!1s0x414adc096bd0d6f9:0x4c673d5691c5cb6a!8m2!3d55.7910504!4d38.4372814!16s%2Fg%2F1tz9490v!19sChIJ-dbQawncSkERasvFkVY9Z0w?authuser=0&hl=ru&rclk=1"
ЭSТЕТ,"Коммунистическая ул., 1, 2 этаж",Москва,+7 929 507-52-27,,https://www.google.com/maps/place/%D0%ADS%D0%A2%D0%95%D0%A2/data=!4m7!3m6!1s0x46b5317cbede0f31:0x2f4bbbf7b385d136!8m2!3d55.8919862!4d37.7485825!16s%2Fg%2F11b5pj4pfg!19sChIJMQ_evnwxtUYRNtGFs_e7Sy8?authuser=0&hl=ru&rclk=1
KANZLER,Мытищи Мира 51 ТРЦ Июнь,Москва,+7 498 500-06-19,,https://www.google.com/maps/place/KANZLER/data=!4m7!3m6!1s0x46b531aa58d51c2f:0x228fe36af2563e16!8m2!3d55.9193465!4d37.7079756!16s%2Fg%2F11gb3yqxj5!19sChIJLxzVWKoxtUYRFj5W8mrjjyI?authuser=0&hl=ru&rclk=1
Сударь,"пр-т. Королева, 6Г, ТЦ ""Ковчег",Москва,+7 495 640-38-62,,https://www.google.com/maps/place/%D0%A1%D1%83%D0%B4%D0%B0%D1%80%D1%8C/data=!4m7!3m6!1s0x46b533cf799dbaa1:0xdad536decc633db1!8m2!3d55.9206123!4d37.8372306!16s%2Fg%2F11ll463kgf!19sChIJobqdec8ztUYRsT1jzN421do?authuser=0&hl=ru&rclk=1
KANZLER,"XL Family Outlet, Коммунистическая ул., 1",Москва,+7 498 656-40-14,,https://www.google.com/maps/place/KANZLER/data=!4m7!3m6!1s0x46b531b136dc8e55:0xde30f8f99b8e7765!8m2!3d55.8918044!4d37.7488858!16s%2Fg%2F11h4zq7w33!19sChIJVY7cNrExtUYRZXeOm_n4MN4?authuser=0&hl=ru&rclk=1
